Departement,arrondissement,commune,section_communale,Institution,Categorie,Statut,code_MSPP,code_iSante,Reseau,Lat,Long
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,Complexe M.C Rose Marie Paul,CAL,Privé à but lucratif,211118,,,,
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,Breman (NF),Disp,Privé à but lucratif,211119,,,,
Sud Est,Jacmel,Marigot,1ère-Corail-Soult,CS de Marigot,CSL,Public,212101,21201,UGP MSPP,18.2317,-72.3264
Sud Est,Jacmel,Marigot,5ème Savane Dubois,Hop Communautaire de Peredo,CSL,Privé à but lucratif,212502,21202,,,
Sud Est,Jacmel,Marigot,4e-Fond-Jean-Noël,Disp. Seguin,Dispensaire,Public,212403,21203,,,
Sud Est,Jacmel,Cayes-Jacmel,1ère-Ravine-Normande,CS de Cayes Jacmel,HCR,Public,213101,21301,ITECH,18.2309,-72.3978
Sud Est,Jacmel,Cayes-Jacmel,1ère-Ravine-Normande,CS Emmanuel Baptiste,CAL,Privé à but non lucratif,213102,21302,ICC,,
Sud Est,Jacmel,Cayes-Jacmel,3ème-Haut-Cap-Rouge,Disp. de Cap Rouge,Dispensaire,Public,213303,21303,,,
Sud Est,Jacmel,Cayes-Jacmel,2ème Gaillard,Centre de santé Gaillard,CSL,Public,213204,,,,
Sud Est,Jacmel,La Vallée,11ème-La-Vallée,CAL St Joseph La Vallée,CAL,Public,2141101,21401,UGP MSPP,18.27,-72.67
Sud Est,Jacmel,La Vallée,10ème Morne-a-Bruler,Disp. Morne à Brûler,Dispensaire,Public,2141002,21402,,,
Sud Est,Jacmel,La Vallée,11ème-La-Vallée,Disp. Amalia (NF),Dispensaire,Prive,2141103,21403,,,
Sud Est,Jacmel,Jacmel,ND,Disp. Caritas,Point Fixe,Privé à but lucratif,ND99933,,,,
Sud Est,Jacmel,Marigot,2ème Grande-Riv-des-Fesles,Disp. Grande Rivière,Point Fixe,Privé à but lucratif,212204,,,,
Sud Est,Bainet,Bainet,1ère-Brésilienne,Disp. Brésilienne,Dispensaire,Mixte,221105,,,,
Sud Est,Bainet,Bainet,5ème-Bas-de-Grandou,CAL de Bainet,CAL,Public,221501,22101,UGP MSPP,18.18,-72.76
Sud Est,Bainet,Bainet,9e-Bas-des-Gris-Gris,Disp. Saurel,Dispensaire,Public,221902,22102,,,
Sud Est,Bainet,Bainet,2ème-Trou-Mahot,Disp. Bahot,Dispensaire,Public,221203,22103,,,
Sud Est,Bainet,Bainet,9e-Bas-des-Gris-Gris,Disp. Chaumeille,CSL,Public,221904,,,,
Sud Est,Bainet,Bainet,8ème-Orangers,Disp. Orangers,Dispensaire,Public,221806,,,,
Sud Est,Bainet,Bainet,7ème-Bras-de-Gauche,Disp. Bras gauche,Dispensaire,Public,221707,,,,
Sud Est,Bainet,Bainet,8ème-Orangers,Organisation Espoir Continu pour Haïti,Dispensaire,Privé à but lucratif,221809,,,,
Sud Est,Bainet,Bainet,4ieme-Haut Grandou,Dipensaire Haut Grandou (NF),Dispensaire,Public,221408,,,,
Sud Est,Bainet,Côtes-de-Fer,6ème-Jamais-Vu,Foi et Vie,CAL,Privé à but non lucratif,222605,,,,
Sud Est,Bainet,Côtes-de-Fer,1ère-Gris-Gris,CSL de Gris-Gris,CSL,Mixte,222101,22201,,,
Sud Est,Bainet,Côtes-de-Fer,6ème-Jamais-Vu,Disp. Saint Joseph,CSL,Public,222602,22202,ICC,,
Sud Est,Bainet,Côtes-de-Fer,5ème-Boucan-Bélier,Disp. Boucan Bélier,Dispensaire,Mixte,222503,22203,,,
Sud Est,Bainet,Côtes-de-Fer,6ème-Jamais-Vu,Disp. Ricot,Dispensaire,Mixte,222604,22204,,,
Sud Est,Bainet,Côtes-de-Fer,1ère-Gris-Gris,CSL de Côtes-de-Fer,Dispensaire,Public,222106,,,,
Sud Est,Bainet,Côtes-de-Fer,2ème-La-Biche,Disp. Mayette,Point Fixe,Privé à but lucratif,222207,,,,
Sud Est,Bainet,Côtes-de-Fer,2ème-La-Biche,Disp. La Biche,Point Fixe,Privé à but lucratif,222208,,,,
Sud Est,Bainet,Côtes-de-Fer,2ème-La-Biche,Disp. Dariole MEBSH,Point Fixe,Privé à but non lucratif,222209,,,,
Sud Est,Bainet,Côtes-de-Fer,4ème-Amazone,Disp. Amazone,Point Fixe,Privé à but non lucratif,222410,,,,
Sud Est,Bainet,Côtes-de-Fer,ND,Disp. Macieux,Point Fixe,Privé à but lucratif,ND99934,,,,
Sud Est,Belle-Anse,Belle-Anse,5ème-Bel-Air,CSL de Belle Anse,CAL,Public,231501,23101,,,
Sud Est,Belle-Anse,Belle-Anse,7ème-Mapou,Disp. de Mapou,Dispensaire,Public,231702,23102,,,
Sud Est,Belle-Anse,Grand-Gosier,1ère -Colline-Des-Chaines,CS St Benoit de Bodarie.,CSL,Privé à but non lucratif,232105,,,,
Sud Est,Belle-Anse,Grand-Gosier,1ère -Colline-Des-Chaines,Disp. de Bodarie,Dispensaire,Public,232102,23202,,,
Sud Est,Belle-Anse,Grand-Gosier,1ère -Colline-Des-Chaines,CS de Grand Gosier,CSL,Privé à but lucratif,232101,23201,,,
Sud Est,Belle-Anse,Thiotte,1ère-Pot-de-Chambre,Disp. Bleck,Dispensaire,Mixte,233102,23302,,18.2172,-71.8422
Sud Est,Belle-Anse,Thiotte,3ème-Thiotte,CSL Sacré- Coeur,CAL,Privé à but non lucratif,233305,,,,
Sud Est,Belle-Anse,Thiotte,3ème-Thiotte,CSL de Thiotte,CSL,Public,233301,23301,UGP MSPP,18.24,-71.86
Sud Est,Belle-Anse,Thiotte,3ème-Thiotte,Disp. Savane Zombi,Dispensaire,Public,233303,23303,,,
Sud Est,Belle-Anse,Thiotte,3ème-Thiotte,Disp. Mare Blanche,Dispensaire,Public,233304,23304,,,
Sud Est,Belle-Anse,Anse-à-Pitres,1ère -Boucan-Guillaume,CSL de Anse-à-Pitres,CSL,Public,234101,23401,,,
Sud Est,Belle-Anse,Anse-à-Pitres,1ère -Boucan-Guillaume,Disp.de Banane,Dispensaire,Public,234102,23402,,,
Sud Est,Belle-Anse,Anse-à-Pitres,2e section Bois d’Homme,CS Jericho Mare Rouge (NF),CSL,Privé,234205,,,,
Sud Est,Belle-Anse,Belle-Anse,5ème-Bel-Air,PPS Bel Air (ACDI VOCA),Point Fixe,Privé à but non lucratif,231503,,,,
Sud Est,Belle-Anse,Belle-Anse,4ème-Corail-Lamothe,CS Corail Lamothe,Point Fixe,Public,231404,,,,
Sud Est,Belle-Anse,Belle-Anse,3ème-Callumette,Point fixe Calumet (ACDI VOCA),Point Fixe,Privé à but lucratif,231305,,,,
Sud Est,Belle-Anse,Belle-Anse,1ère-Baie-d’Oranges,Point fixe Baie d’Oranges,Point Fixe,Privé à but non lucratif,231106,,,,
Sud Est,Belle-Anse,Belle-Anse,2ème-Mabriole,Point fixe Marebriole (ACDIVOCA),Point Fixe,Privé à but non lucratif,231207,,,,
Sud Est,Belle-Anse,Belle-Anse,6ème-Pichon,Point Fixe Pichon (ACDI VOCA),Point Fixe,Privé à but non lucratif,231608,,,,
Sud Est,Belle-Anse,Grand-Gosier,1ère -Colline-des-Chaines,Point fixe de Damas (ACDI VOCA),Point Fixe,Privé à but non lucratif,232103,,,,
Sud Est,Belle-Anse,Grand-Gosier,1ère -Colline-des-Chaines,Point fixe de Boulaille (ACDI VOCA),Point Fixe,Privé à but non lucratif,232104,,,,
Sud Est,Belle-Anse,Thiotte,1ère-Pot-de-Chambre,Disp. de Platon Fèdre,Point Fixe,Mixte,233106,,,,
Sud Est,Belle-Anse,Thiotte,ND,Point fixe Mare Mirande,Point Fixe,Mixte,ND99935,,,,
Sud Est,Belle-Anse,Anse-à-Pitres,1ère -Boucan-Guillaume,Disp. Bony,Point Fixe,Privé à but non lucratif,234103,,,,
Sud Est,Belle-Anse,Anse-à-Pitres,1ère -Boucan-Guillaume,Disp. Ka Toussaint,Point Fixe,Privé à but non lucratif,234104,,,,
